"T2T_dv_glnexus_VEP.ann	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	91	99"
"T2T_dv_glnexus_VEP.ann	Y	100645	91574	82998	76441	70078	64881	61670	58323	54879	52701	50857	49551	48063	47515	47128	46652	47472	48960	51665	55281	62753	72775	88382	111808	137853	159177	163050	152982	137907	124125	116084	112149	113101	115447	118961	124424	131849	143136	155589	169161	186899	204882	225799	250646	273596	296757	319361	339230	351415	359690	361304	352146	353872	368197	339794	382885	429370	473085	503865	528502	575507	531110	450067	348299	234143	133400	67309	30861	13581	5551	2075	702	228	73	17	4	4	2	2	1	7"
"chm13_dv_glnexus_clinvar20220313	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82"
"chm13_dv_glnexus_clinvar20220313	Y	31	27	19	27	24	32	21	26	24	29	53	45	28	43	55	57	68	70	109	133	217	227	366	474	667	770	843	794	680	600	519	525	493	523	586	628	626	694	771	882	1075	1176	1312	1615	1729	2022	2294	2565	2785	2899	3030	3012	3162	3196	3038	3407	3841	4281	4753	5144	5695	5521	4892	3842	2629	1544	776	350	160	61	22	9	4"
"chm13_linear_dv_glnexus_VEP.gff.exons	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84"
"chm13_linear_dv_glnexus_VEP.gff.exons	Y	592	527	476	505	482	479	492	469	497	462	483	521	504	588	566	643	704	698	841	1035	1256	1664	2255	3100	4091	4767	5080	4776	4014	3554	3235	3011	3068	3101	3177	3313	3569	3768	4216	4529	5231	5698	6436	7208	7834	8624	9391	10171	10443	10729	10781	10406	10121	9912	8940	9760	10613	11383	12498	13293	14909	14269	12315	10247	7093	4076	2101	919	438	193	62	27	3	3	1"
"chm13_linear_dv_glnexus_mask	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	88	90	93	99"
"chm13_linear_dv_glnexus_mask	Y	21520	20872	19766	19138	18334	17940	17447	17381	17200	17424	17844	17787	18557	19193	20306	21385	23143	25353	28383	33166	39212	48782	62244	81962	107131	131142	141045	132192	117028	103396	95356	92792	93487	96386	100551	105901	113751	123385	134990	147281	164236	181337	201113	222530	243950	266222	287318	305473	317353	323920	324561	315072	316443	329221	304388	346483	391386	437715	470595	500552	557393	529190	462375	368370	252933	148048	75751	35200	15494	6331	2456	836	286	83	23	6	2	2	1	1	2"
"chm13_linear_dv_glnexus_syntenic	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	91	99"
"chm13_linear_dv_glnexus_syntenic	Y	26495	25346	24257	23684	22711	22138	22050	22088	21574	21684	21772	22238	22531	23801	24781	25718	27688	30106	33793	38491	46499	57239	73573	97544	124248	146326	150908	141513	126975	113693	106494	102740	104194	107017	110968	116846	124762	136255	148910	162848	180726	199000	220145	245170	268076	291473	314149	334249	346581	354799	356431	347627	349178	363278	335957	378851	425323	469163	500532	525786	573008	529228	448646	347362	233489	133089	67172	30764	13554	5533	2073	699	227	73	17	4	4	2	2	1	7"
"dv_glnexus_VEP.ann	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	88	90	93	99"
"dv_glnexus_VEP.ann	Y	57876	53300	48826	45406	42238	40401	37989	36468	34842	33974	33435	32543	32384	32407	32574	33195	34352	35993	39040	43581	49492	59263	73370	94416	121066	146825	157227	147301	130493	115645	106674	103475	104305	106823	111449	117046	125333	135674	147855	161011	178983	197291	218664	241454	264453	287889	310728	330386	343451	350227	351303	340880	342198	356354	329010	374169	422143	471878	506962	538426	599179	568891	496873	396455	272310	159613	81774	37944	16717	6850	2694	907	312	89	24	6	2	3	1	1	3"
"grch38_dv_glnexus_clinvar20220313	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	84"
"grch38_dv_glnexus_clinvar20220313	Y	34	20	35	35	28	36	41	34	37	35	51	38	48	45	56	67	76	69	104	144	184	253	327	442	611	767	863	851	686	609	523	487	483	506	583	627	625	705	751	894	990	1138	1379	1577	1726	1986	2197	2481	2733	2957	2893	2951	3011	3158	2867	3347	3745	4155	4770	5251	5986	6019	5459	4494	3122	1851	1002	400	213	87	28	7	6	1"
"grch38_linear_dv_glnexus_VEP.gff.exons	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84"
"grch38_linear_dv_glnexus_VEP.gff.exons	Y	604	568	530	534	461	503	488	465	477	478	509	487	528	535	606	603	698	727	832	988	1257	1625	2127	2849	3805	4723	5142	4872	4047	3673	3236	2986	2922	3046	3236	3262	3554	3795	4044	4587	5147	5688	6309	6979	7741	8496	9183	10124	10226	10607	10466	10034	10074	9735	8672	9645	10388	11453	12213	13472	15341	15041	13452	11270	7982	4813	2511	1127	514	204	82	30	8	2	1"
"grch38_linear_dv_glnexus_mask	X	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	88	90	93	99"
"grch38_linear_dv_glnexus_mask	Y	5380	5464	5356	5320	5365	5683	5826	6149	6517	7043	7477	8041	8649	9561	10981	12219	14152	16429	19709	24112	30571	40250	54367	74681	100645	125598	135660	126540	110486	96068	87997	85209	85788	88563	93168	98665	106953	117179	129664	142611	160829	179012	200231	222974	245352	268195	290758	309567	321424	327759	328090	317616	317994	330068	306212	349548	395007	444094	480204	514291	574831	547469	479360	382520	262521	153719	78596	36361	15960	6584	2549	867	288	85	23	6	2	3	1	1	3"